0.579907149,0.590071151,0.593330535,0.601431538,0.612955723,0.60027338,0.603646054,0.606319555,0.602276687,0.618413639,0.623511487,0.654582876,0.650704567,0.637858295,0.646982909,0.664058579,0.663760795,0.658591785,0.65933698,0.657806819,0.641997849,0.632919631,0.644056186,0.640308721,0.646864935,0.650313133,0.653074637,0.660055231,0.659226272,0.664469839,0.68629608,0.707918012,0.731738802,0.734011379,0.740133195,0.742603459,0.74595325,0.748994296,0.769974296,0.757850693
0.563222251,0.576006021,0.587646126,0.602123878,0.60222877,0.555229326,0.553798219,0.536804563,0.590293371,0.546737291,0.531924752,0.499621616,0.498375155,0.518738283,0.527330821,0.53926933,0.532385333,0.518114917,0.526625906,0.541776368,0.555023154,0.561212259,0.577671702,0.576715587,0.582392636,0.594060757,0.561488171,0.566802277,0.580546206,0.549007782,0.56031409,0.594295569,0.601331054,0.598234757,0.59807199,0.605788373,0.607323718,0.631465982,0.645427017,0.648472199
0.360716229,0.366327826,0.375983487,0.379284206,0.386353771,0.379781441,0.375276968,0.374844791,0.370639284,0.353569887,0.348581844,0.379868385,0.429070825,0.447291304,0.412431819,0.448515034,0.462078683,0.459688458,0.465635531,0.479914581,0.485454581,0.484440192,0.49020769,0.494086543,0.497774411,0.512477194,0.53279702,0.551312291,0.559226962,0.558106772,0.569572919,0.582946883,0.583566819,0.58289664,0.595146044,0.600174838,0.593220727,0.623183438,0.618513112,0.618168509
0.29516323,0.313869073,0.276079174,0.281588529,0.274213909,0.269374276,0.256979187,0.266435699,0.258532479,0.254123954,0.25252363,0.254737268,0.258087932,0.260255041,0.260525415,0.271472873,0.277203207,0.31011421,0.300982029,0.327179297,0.393965552,0.412811931,0.416560422,0.412838226,0.419141337,0.435366744,0.451312514,0.466830955,0.459522166,0.45140019,0.401055425,0.396631403,0.394135929,0.379180141,0.373925074,0.376551619,0.419431561,0.439035992,0.465003093,0.442035419
0.566831977,0.532258243,0.530664497,0.539370081,0.379012019,0.380351311,0.378430999,0.468994585,0.430277033,0.428920329,0.474233533,0.439651102,0.514128194,0.5574026,0.52546225,0.524330184,0.514133593,0.51142051,0.523063873,0.504039099,0.520330782,0.536483437,0.577817709,0.569880243,0.586338206,0.587754529,0.547797606,0.577996611,0.550398891,0.602781062,0.607625593,0.645682241,0.677482052,0.692099956,0.686695508,0.637237629,0.645066155,0.648877547,0.657022288,0.67274051
0.56801434,0.566376594,0.548529662,0.52656634,0.542976637,0.544272275,0.549993482,0.554406758,0.554979504,0.554349083,0.557846254,0.562750053,0.562641432,0.542574832,0.524844432,0.52469352,0.522459624,0.513955344,0.505189788,0.508353738,0.512824136,0.509611337,0.507384468,0.501459079,0.510303967,0.517908578,0.520257156,0.513519747,0.511838791,0.513712849,0.496870892,0.512988966,0.512304816,0.516206423,0.555121227,0.555749552,0.555063616,0.561110852,0.574458168,0.576142844
0.437167199,0.432051588,0.423721706,0.419566031,0.42145399,0.410639567,0.408576375,0.400621118,0.394523759,0.393084184,0.408191957,0.415204678,0.418981101,0.39520958,0.383860414,0.381412687,0.392277046,0.390861181,0.399210804,0.422659725,0.425240271,0.429598439,0.428347229,0.431919115,0.456289028,0.468304313,0.475133037,0.489703397,0.492990479,0.491708569,0.479214516,0.459679778,0.458641677,0.449555482,0.459911616,0.45442404,0.45404751,0.459222709,0.485821727,0.471654346
0.478781676,0.477528089,0.493909192,0.491941747,0.523807169,0.537173692,0.542251405,0.51929234,0.524305695,0.518083356,0.517683695,0.541136874,0.542087782,0.523234601,0.514198686,0.522422001,0.520563528,0.534918607,0.553903042,0.557499252,0.555235764,0.556061575,0.551423803,0.545861412,0.538161602,0.540899973,0.538329827,0.527483884,0.528551784,0.530405957,0.530895659,0.537350061,0.53919724,0.5429608,0.536917,0.53794713,0.56442763,0.594345297,0.596905908,0.591276787
0.545024425,0.550636633,0.54645118,0.538055438,0.538234022,0.539126819,0.535848608,0.535437551,0.529448769,0.702680748,0.650120524,0.642512394,0.632478449,0.626521087,0.6772283,0.682513938,0.677709285,0.698456254,0.708627983,0.696509628,0.722497521,0.68912561,0.688674606,0.692982539,0.692056505,0.682034532,0.67943348,0.6755109,0.648813926,0.639800234,0.624161911,0.627101942,0.653941703,0.648660379,0.629756394,0.629677811,0.620594341,0.630746141,0.646192024,0.655146664
0.135039301,0.136485848,0.13853396,0.138184628,0.166585956,0.145138377,0.14539137,0.147409686,0.148061889,0.17334616,0.173898223,0.175164016,0.175014226,0.179763112,0.186690474,0.195661584,0.195369783,0.195661553,0.199230293,0.154949485,0.174646974,0.189877897,0.213520527,0.278126827,0.290325115,0.290434782,0.306930693,0.368021871,0.394695101,0.355888651,0.332475511,0.334563648,0.324869538,0.331433782,0.311473147,0.318566647,0.303486529,0.312602642,0.303445748,0.300677544
0.089299657,0.089909491,0.090453097,0.090231774,0.08925426,0.090158567,0.091422557,0.090426381,0.089887745,0.097805692,0.104723324,0.105477753,0.110714176,0.116975197,0.141772331,0.140901496,0.146448355,0.154266301,0.161639246,0.149075382,0.199486847,0.20663151,0.216315052,0.228462672,0.218356614,0.253716474,0.248153745,0.26870307,0.282882385,0.269270638,0.269067208,0.260631022,0.265744541,0.262750556,0.270519085,0.268982441,0.270161286,0.279998309,0.292400457,0.274030135
0.208723192,0.216176185,0.218262241,0.215506538,0.225473678,0.214527138,0.223306073,0.231044111,0.233412107,0.247376588,0.242258581,0.252659921,0.257496187,0.254082367,0.272415637,0.276153034,0.284644227,0.282384153,0.28983887,0.327934156,0.364528491,0.389768013,0.4188007,0.41142925,0.416040955,0.434117262,0.420210819,0.450476261,0.479516787,0.481140927,0.492049535,0.485360855,0.49577992,0.488143655,0.497280391,0.507330803,0.507664678,0.525377099,0.55982906,0.558272314
0.402366441,0.413267297,0.406580593,0.406909319,0.429133359,0.429784686,0.436798928,0.445340423,0.444515849,0.451627588,0.456360151,0.467615802,0.476484294,0.476087286,0.483725024,0.489186895,0.494598361,0.487310244,0.487285258,0.494130698,0.503093726,0.508050689,0.516466004,0.517847637,0.516617245,0.524947856,0.520314746,0.522193598,0.52280094,0.522211307,0.528842348,0.531865711,0.538835335,0.539459808,0.540000522,0.551684087,0.547569731,0.553398791,0.586922888,0.581266576
0.135039302,0.136485848,0.138533961,0.138184628,0.166585956,0.145138378,0.14539137,0.147409686,0.148061888,0.17334616,0.173898223,0.175164015,0.175014226,0.179763112,0.18590272,0.195025208,0.194848162,0.19485669,0.198441377,0.108485634,0.125764786,0.241054527,0.272750394,0.299708114,0.328139492,0.324273285,0.318806384,0.33184277,0.342160071,0.333762204,0.337318007,0.342135301,0.339438162,0.336626033,0.348800548,0.355264026,0.354635464,0.379803682,0.397008217,0.397685907
