OBJECTID,gridcode,pkey,longitude,latitude
14801,5990,5990,-105.7500000,62.2500000
14802,6105,6105,-105.2500000,62.2500000
14803,6218,6218,-104.7500000,62.2500000
14804,6333,6333,-104.2500000,62.2500000
14805,6446,6446,-103.7500000,62.2500000
14806,6558,6558,-103.2500000,62.2500000
14807,6669,6669,-102.7500000,62.2500000
14808,6781,6781,-102.2500000,62.2500000
14809,6893,6893,-101.7500000,62.2500000
14810,7007,7007,-101.2500000,62.2500000
14811,7122,7122,-100.7500000,62.2500000
14812,7240,7240,-100.2500000,62.2500000
14813,7361,7361,-99.7500000,62.2500000
14814,7481,7481,-99.2500000,62.2500000
14815,7601,7601,-98.7500000,62.2500000
14816,7720,7720,-98.2500000,62.2500000
14817,7842,7842,-97.7500000,62.2500000
14818,7955,7955,-97.2500000,62.2500000
14819,8057,8057,-96.7500000,62.2500000
14820,8162,8162,-96.2500000,62.2500000
14821,8268,8268,-95.7500000,62.2500000
14822,8375,8375,-95.2500000,62.2500000
14823,8483,8483,-94.7500000,62.2500000
14824,8585,8585,-94.2500000,62.2500000
14825,8689,8689,-93.7500000,62.2500000
14826,8793,8793,-93.2500000,62.2500000
14827,8892,8892,-92.7500000,62.2500000
14828,8989,8989,-92.2500000,62.2500000
14829,10707,10707,-83.7500000,62.2500000
14830,10812,10812,-83.2500000,62.2500000
14831,10913,10913,-82.7500000,62.2500000
14832,11015,11015,-82.2500000,62.2500000
14833,11424,11424,-80.2500000,62.2500000
14834,11522,11522,-79.7500000,62.2500000
14835,11620,11620,-79.2500000,62.2500000
14836,11841,11841,-78.2500000,62.2500000
14837,11967,11967,-77.7500000,62.2500000
14838,12102,12102,-77.2500000,62.2500000
14839,12238,12238,-76.7500000,62.2500000
14840,12380,12380,-76.2500000,62.2500000
14841,12523,12523,-75.7500000,62.2500000
14842,12667,12667,-75.2500000,62.2500000
14843,12812,12812,-74.7500000,62.2500000
14844,12964,12964,-74.2500000,62.2500000
14845,13126,13126,-73.7500000,62.2500000
14846,13289,13289,-73.2500000,62.2500000
14847,13455,13455,-72.7500000,62.2500000
14848,14818,14818,-69.2500000,62.2500000
14849,15016,15016,-68.7500000,62.2500000
14850,15210,15210,-68.2500000,62.2500000
14851,15398,15398,-67.7500000,62.2500000
14852,15582,15582,-67.2500000,62.2500000
14853,15764,15764,-66.7500000,62.2500000
14854,15943,15943,-66.2500000,62.2500000
14855,16453,16453,-64.7500000,62.2500000
14856,16617,16617,-64.2500000,62.2500000
14857,20088,20088,-50.2500000,62.2500000
14858,20190,20190,-49.7500000,62.2500000
14859,20292,20292,-49.2500000,62.2500000
14860,20394,20394,-48.7500000,62.2500000
14861,20491,20491,-48.2500000,62.2500000
14862,20586,20586,-47.7500000,62.2500000
14863,20680,20680,-47.2500000,62.2500000
14864,20773,20773,-46.7500000,62.2500000
14865,20866,20866,-46.2500000,62.2500000
14866,20958,20958,-45.7500000,62.2500000
14867,21051,21051,-45.2500000,62.2500000
14868,21143,21143,-44.7500000,62.2500000
14869,21234,21234,-44.2500000,62.2500000
14870,21324,21324,-43.7500000,62.2500000
14871,21415,21415,-43.2500000,62.2500000
14872,21502,21502,-42.7500000,62.2500000
14873,21588,21588,-42.2500000,62.2500000
14874,22617,22617,-33.2500000,62.2500000
14875,22653,22653,-32.7500000,62.2500000
14876,24655,24655,-7.2500000,62.2500000
14877,24744,24744,-6.7500000,62.2500000
14878,24836,24836,-6.2500000,62.2500000
14879,26935,26935,5.2500000,62.2500000
14880,27031,27031,5.7500000,62.2500000
14881,27129,27129,6.2500000,62.2500000
14882,27228,27228,6.7500000,62.2500000
14883,27327,27327,7.2500000,62.2500000
14884,27425,27425,7.7500000,62.2500000
14885,27534,27534,8.2500000,62.2500000
14886,27654,27654,8.7500000,62.2500000
14887,27776,27776,9.2500000,62.2500000
14888,27905,27905,9.7500000,62.2500000
14889,28029,28029,10.2500000,62.2500000
14890,28155,28155,10.7500000,62.2500000
14891,28284,28284,11.2500000,62.2500000
14892,28416,28416,11.7500000,62.2500000
14893,28562,28562,12.2500000,62.2500000
14894,28718,28718,12.7500000,62.2500000
14895,28882,28882,13.2500000,62.2500000
14896,29053,29053,13.7500000,62.2500000
14897,29229,29229,14.2500000,62.2500000
14898,29411,29411,14.7500000,62.2500000
14899,29599,29599,15.2500000,62.2500000
14900,29783,29783,15.7500000,62.2500000
14901,29970,29970,16.2500000,62.2500000
14902,30158,30158,16.7500000,62.2500000
14903,30343,30343,17.2500000,62.2500000
14904,30526,30526,17.7500000,62.2500000
14905,30715,30715,18.2500000,62.2500000
14906,31851,31851,21.2500000,62.2500000
14907,32057,32057,21.7500000,62.2500000
14908,32264,32264,22.2500000,62.2500000
14909,32472,32472,22.7500000,62.2500000
14910,32680,32680,23.2500000,62.2500000
14911,32885,32885,23.7500000,62.2500000
14912,33091,33091,24.2500000,62.2500000
14913,33295,33295,24.7500000,62.2500000
14914,33499,33499,25.2500000,62.2500000
14915,33707,33707,25.7500000,62.2500000
14916,33912,33912,26.2500000,62.2500000
14917,34114,34114,26.7500000,62.2500000
14918,34317,34317,27.2500000,62.2500000
14919,34518,34518,27.7500000,62.2500000
14920,34714,34714,28.2500000,62.2500000
14921,34909,34909,28.7500000,62.2500000
14922,35100,35100,29.2500000,62.2500000
14923,35291,35291,29.7500000,62.2500000
14924,35479,35479,30.2500000,62.2500000
14925,35664,35664,30.7500000,62.2500000
14926,35845,35845,31.2500000,62.2500000
14927,36026,36026,31.7500000,62.2500000
14928,36210,36210,32.2500000,62.2500000
14929,36395,36395,32.7500000,62.2500000
14930,36576,36576,33.2500000,62.2500000
14931,36758,36758,33.7500000,62.2500000
14932,36937,36937,34.2500000,62.2500000
14933,37111,37111,34.7500000,62.2500000
14934,37284,37284,35.2500000,62.2500000
14935,37451,37451,35.7500000,62.2500000
14936,37613,37613,36.2500000,62.2500000
14937,37771,37771,36.7500000,62.2500000
14938,37929,37929,37.2500000,62.2500000
14939,38087,38087,37.7500000,62.2500000
14940,38243,38243,38.2500000,62.2500000
14941,38399,38399,38.7500000,62.2500000
14942,38557,38557,39.2500000,62.2500000
14943,38712,38712,39.7500000,62.2500000
14944,38860,38860,40.2500000,62.2500000
14945,38999,38999,40.7500000,62.2500000
14946,39132,39132,41.2500000,62.2500000
14947,39266,39266,41.7500000,62.2500000
14948,39398,39398,42.2500000,62.2500000
14949,39533,39533,42.7500000,62.2500000
14950,39674,39674,43.2500000,62.2500000
14951,39819,39819,43.7500000,62.2500000
14952,39971,39971,44.2500000,62.2500000
14953,40123,40123,44.7500000,62.2500000
14954,40278,40278,45.2500000,62.2500000
14955,40430,40430,45.7500000,62.2500000
14956,40580,40580,46.2500000,62.2500000
14957,40730,40730,46.7500000,62.2500000
14958,40878,40878,47.2500000,62.2500000
14959,41019,41019,47.7500000,62.2500000
14960,41157,41157,48.2500000,62.2500000
14961,41290,41290,48.7500000,62.2500000
14962,41412,41412,49.2500000,62.2500000
14963,41524,41524,49.7500000,62.2500000
14964,41630,41630,50.2500000,62.2500000
14965,41725,41725,50.7500000,62.2500000
14966,41818,41818,51.2500000,62.2500000
14967,41912,41912,51.7500000,62.2500000
14968,42003,42003,52.2500000,62.2500000
14969,42100,42100,52.7500000,62.2500000
14970,42203,42203,53.2500000,62.2500000
14971,42308,42308,53.7500000,62.2500000
14972,42420,42420,54.2500000,62.2500000
14973,42531,42531,54.7500000,62.2500000
14974,42645,42645,55.2500000,62.2500000
14975,42758,42758,55.7500000,62.2500000
14976,42874,42874,56.2500000,62.2500000
14977,42984,42984,56.7500000,62.2500000
14978,43093,43093,57.2500000,62.2500000
14979,43202,43202,57.7500000,62.2500000
14980,43305,43305,58.2500000,62.2500000
14981,43410,43410,58.7500000,62.2500000
14982,43512,43512,59.2500000,62.2500000
14983,43615,43615,59.7500000,62.2500000
14984,43711,43711,60.2500000,62.2500000
14985,43807,43807,60.7500000,62.2500000
14986,43904,43904,61.2500000,62.2500000
14987,44000,44000,61.7500000,62.2500000
14988,44095,44095,62.2500000,62.2500000
14989,44190,44190,62.7500000,62.2500000
14990,44285,44285,63.2500000,62.2500000
14991,44379,44379,63.7500000,62.2500000
14992,44473,44473,64.2500000,62.2500000
14993,44566,44566,64.7500000,62.2500000
14994,44659,44659,65.2500000,62.2500000
14995,44752,44752,65.7500000,62.2500000
14996,44844,44844,66.2500000,62.2500000
14997,44936,44936,66.7500000,62.2500000
14998,45031,45031,67.2500000,62.2500000
14999,45128,45128,67.7500000,62.2500000
15000,45227,45227,68.2500000,62.2500000
15001,45329,45329,68.7500000,62.2500000
15002,45437,45437,69.2500000,62.2500000
15003,45543,45543,69.7500000,62.2500000
15004,45651,45651,70.2500000,62.2500000
15005,45757,45757,70.7500000,62.2500000
15006,45863,45863,71.2500000,62.2500000
15007,45969,45969,71.7500000,62.2500000
15008,46075,46075,72.2500000,62.2500000
15009,46185,46185,72.7500000,62.2500000
15010,46303,46303,73.2500000,62.2500000
15011,46414,46414,73.7500000,62.2500000
15012,46528,46528,74.2500000,62.2500000
15013,46647,46647,74.7500000,62.2500000
15014,46771,46771,75.2500000,62.2500000
15015,46897,46897,75.7500000,62.2500000
15016,47025,47025,76.2500000,62.2500000
15017,47155,47155,76.7500000,62.2500000
15018,47286,47286,77.2500000,62.2500000
15019,47418,47418,77.7500000,62.2500000
15020,47549,47549,78.2500000,62.2500000
15021,47676,47676,78.7500000,62.2500000
15022,47804,47804,79.2500000,62.2500000
15023,47940,47940,79.7500000,62.2500000
15024,48072,48072,80.2500000,62.2500000
15025,48197,48197,80.7500000,62.2500000
15026,48320,48320,81.2500000,62.2500000
15027,48440,48440,81.7500000,62.2500000
15028,48557,48557,82.2500000,62.2500000
15029,48675,48675,82.7500000,62.2500000
15030,48789,48789,83.2500000,62.2500000
15031,48901,48901,83.7500000,62.2500000
15032,49013,49013,84.2500000,62.2500000
15033,49124,49124,84.7500000,62.2500000
15034,49235,49235,85.2500000,62.2500000
15035,49346,49346,85.7500000,62.2500000
15036,49457,49457,86.2500000,62.2500000
15037,49567,49567,86.7500000,62.2500000
15038,49675,49675,87.2500000,62.2500000
15039,49783,49783,87.7500000,62.2500000
15040,49891,49891,88.2500000,62.2500000
15041,49999,49999,88.7500000,62.2500000
15042,50107,50107,89.2500000,62.2500000
15043,50216,50216,89.7500000,62.2500000
15044,50326,50326,90.2500000,62.2500000
15045,50435,50435,90.7500000,62.2500000
15046,50544,50544,91.2500000,62.2500000
15047,50657,50657,91.7500000,62.2500000
15048,50771,50771,92.2500000,62.2500000
15049,50889,50889,92.7500000,62.2500000
15050,51005,51005,93.2500000,62.2500000
15051,51127,51127,93.7500000,62.2500000
15052,51251,51251,94.2500000,62.2500000
15053,51378,51378,94.7500000,62.2500000
15054,51509,51509,95.2500000,62.2500000
15055,51642,51642,95.7500000,62.2500000
15056,51777,51777,96.2500000,62.2500000
15057,51910,51910,96.7500000,62.2500000
15058,52043,52043,97.2500000,62.2500000
15059,52182,52182,97.7500000,62.2500000
15060,52329,52329,98.2500000,62.2500000
15061,52478,52478,98.7500000,62.2500000
15062,52630,52630,99.2500000,62.2500000
15063,52781,52781,99.7500000,62.2500000
15064,52932,52932,100.2500000,62.2500000
15065,53081,53081,100.7500000,62.2500000
15066,53232,53232,101.2500000,62.2500000
15067,53386,53386,101.7500000,62.2500000
15068,53543,53543,102.2500000,62.2500000
15069,53699,53699,102.7500000,62.2500000
15070,53857,53857,103.2500000,62.2500000
15071,54013,54013,103.7500000,62.2500000
15072,54167,54167,104.2500000,62.2500000
15073,54321,54321,104.7500000,62.2500000
15074,54472,54472,105.2500000,62.2500000
15075,54623,54623,105.7500000,62.2500000
15076,54766,54766,106.2500000,62.2500000
15077,54902,54902,106.7500000,62.2500000
15078,55035,55035,107.2500000,62.2500000
15079,55168,55168,107.7500000,62.2500000
15080,55301,55301,108.2500000,62.2500000
15081,55429,55429,108.7500000,62.2500000
15082,55562,55562,109.2500000,62.2500000
15083,55690,55690,109.7500000,62.2500000
15084,55821,55821,110.2500000,62.2500000
15085,55952,55952,110.7500000,62.2500000
15086,56080,56080,111.2500000,62.2500000
15087,56209,56209,111.7500000,62.2500000
15088,56337,56337,112.2500000,62.2500000
15089,56467,56467,112.7500000,62.2500000
15090,56601,56601,113.2500000,62.2500000
15091,56741,56741,113.7500000,62.2500000
15092,56881,56881,114.2500000,62.2500000
15093,57022,57022,114.7500000,62.2500000
15094,57172,57172,115.2500000,62.2500000
15095,57327,57327,115.7500000,62.2500000
15096,57483,57483,116.2500000,62.2500000
15097,57638,57638,116.7500000,62.2500000
15098,57794,57794,117.2500000,62.2500000
15099,57945,57945,117.7500000,62.2500000
15100,58086,58086,118.2500000,62.2500000
15101,58228,58228,118.7500000,62.2500000
15102,58368,58368,119.2500000,62.2500000
15103,58518,58518,119.7500000,62.2500000
15104,58674,58674,120.2500000,62.2500000
15105,58825,58825,120.7500000,62.2500000
15106,58970,58970,121.2500000,62.2500000
15107,59116,59116,121.7500000,62.2500000
15108,59256,59256,122.2500000,62.2500000
15109,59391,59391,122.7500000,62.2500000
15110,59519,59519,123.2500000,62.2500000
15111,59643,59643,123.7500000,62.2500000
15112,59773,59773,124.2500000,62.2500000
15113,59901,59901,124.7500000,62.2500000
15114,60034,60034,125.2500000,62.2500000
15115,60161,60161,125.7500000,62.2500000
15116,60294,60294,126.2500000,62.2500000
15117,60420,60420,126.7500000,62.2500000
15118,60547,60547,127.2500000,62.2500000
15119,60676,60676,127.7500000,62.2500000
15120,60799,60799,128.2500000,62.2500000
15121,60918,60918,128.7500000,62.2500000
15122,61034,61034,129.2500000,62.2500000
15123,61151,61151,129.7500000,62.2500000
15124,61264,61264,130.2500000,62.2500000
15125,61380,61380,130.7500000,62.2500000
15126,61495,61495,131.2500000,62.2500000
15127,61605,61605,131.7500000,62.2500000
15128,61719,61719,132.2500000,62.2500000
15129,61839,61839,132.7500000,62.2500000
15130,61958,61958,133.2500000,62.2500000
15131,62073,62073,133.7500000,62.2500000
15132,62194,62194,134.2500000,62.2500000
15133,62312,62312,134.7500000,62.2500000
15134,62428,62428,135.2500000,62.2500000
15135,62542,62542,135.7500000,62.2500000
15136,62665,62665,136.2500000,62.2500000
15137,62783,62783,136.7500000,62.2500000
15138,62894,62894,137.2500000,62.2500000
15139,63005,63005,137.7500000,62.2500000
15140,63121,63121,138.2500000,62.2500000
15141,63232,63232,138.7500000,62.2500000
15142,63343,63343,139.2500000,62.2500000
15143,63464,63464,139.7500000,62.2500000
15144,63585,63585,140.2500000,62.2500000
15145,63702,63702,140.7500000,62.2500000
15146,63816,63816,141.2500000,62.2500000
15147,63939,63939,141.7500000,62.2500000
15148,64070,64070,142.2500000,62.2500000
15149,64196,64196,142.7500000,62.2500000
15150,64314,64314,143.2500000,62.2500000
15151,64422,64422,143.7500000,62.2500000
15152,64521,64521,144.2500000,62.2500000
15153,64618,64618,144.7500000,62.2500000
15154,64714,64714,145.2500000,62.2500000
15155,64808,64808,145.7500000,62.2500000
15156,64896,64896,146.2500000,62.2500000
15157,64985,64985,146.7500000,62.2500000
15158,65074,65074,147.2500000,62.2500000
15159,65162,65162,147.7500000,62.2500000
15160,65243,65243,148.2500000,62.2500000
15161,65315,65315,148.7500000,62.2500000
15162,65388,65388,149.2500000,62.2500000
15163,65460,65460,149.7500000,62.2500000
15164,65533,65533,150.2500000,62.2500000
15165,65595,65595,150.7500000,62.2500000
15166,65654,65654,151.2500000,62.2500000
15167,65709,65709,151.7500000,62.2500000
15168,65759,65759,152.2500000,62.2500000
15169,65806,65806,152.7500000,62.2500000
15170,65848,65848,153.2500000,62.2500000
15171,65880,65880,153.7500000,62.2500000
15172,65906,65906,154.2500000,62.2500000
15173,65937,65937,154.7500000,62.2500000
15174,65966,65966,155.2500000,62.2500000
15175,65998,65998,155.7500000,62.2500000
15176,66031,66031,156.2500000,62.2500000
15177,66071,66071,156.7500000,62.2500000
15178,66110,66110,157.2500000,62.2500000
15179,66146,66146,157.7500000,62.2500000
15180,66183,66183,158.2500000,62.2500000
15181,66218,66218,158.7500000,62.2500000
15182,66255,66255,159.2500000,62.2500000
15183,66292,66292,159.7500000,62.2500000
15184,66327,66327,160.2500000,62.2500000
15185,66365,66365,160.7500000,62.2500000
15186,66401,66401,161.2500000,62.2500000
15187,66433,66433,161.7500000,62.2500000
15188,66463,66463,162.2500000,62.2500000
15189,66491,66491,162.7500000,62.2500000
15190,66516,66516,163.2500000,62.2500000
15191,66562,66562,164.2500000,62.2500000
15192,66588,66588,164.7500000,62.2500000
15193,66612,66612,165.2500000,62.2500000
15194,66638,66638,165.7500000,62.2500000
15195,66665,66665,166.2500000,62.2500000
15196,66696,66696,166.7500000,62.2500000
15197,66727,66727,167.2500000,62.2500000
15198,66763,66763,167.7500000,62.2500000
15199,66793,66793,168.2500000,62.2500000
15200,66819,66819,168.7500000,62.2500000
15201,66850,66850,169.2500000,62.2500000
15202,66882,66882,169.7500000,62.2500000
15203,66909,66909,170.2500000,62.2500000
15204,66935,66935,170.7500000,62.2500000
15205,66963,66963,171.2500000,62.2500000
15206,66990,66990,171.7500000,62.2500000
15207,67016,67016,172.2500000,62.2500000
15208,67045,67045,172.7500000,62.2500000
15209,67078,67078,173.2500000,62.2500000
15210,67105,67105,173.7500000,62.2500000
15211,67134,67134,174.2500000,62.2500000
15212,67162,67162,174.7500000,62.2500000
15213,67192,67192,175.2500000,62.2500000
15214,67221,67221,175.7500000,62.2500000
15215,67250,67250,176.2500000,62.2500000
15216,67273,67273,176.7500000,62.2500000
15217,67344,67344,178.2500000,62.2500000
15218,67367,67367,178.7500000,62.2500000
15219,67389,67389,179.2500000,62.2500000
15220,203,203,-166.2500000,61.7500000
15221,215,215,-165.7500000,61.7500000
15222,227,227,-165.2500000,61.7500000
15223,242,242,-164.7500000,61.7500000
15224,258,258,-164.2500000,61.7500000
15225,275,275,-163.7500000,61.7500000
15226,296,296,-163.2500000,61.7500000
15227,317,317,-162.7500000,61.7500000
15228,339,339,-162.2500000,61.7500000
15229,362,362,-161.7500000,61.7500000
15230,387,387,-161.2500000,61.7500000
15231,413,413,-160.7500000,61.7500000
15232,440,440,-160.2500000,61.7500000
15233,473,473,-159.7500000,61.7500000
15234,505,505,-159.2500000,61.7500000
15235,535,535,-158.7500000,61.7500000
15236,568,568,-158.2500000,61.7500000
15237,602,602,-157.7500000,61.7500000
15238,637,637,-157.2500000,61.7500000
15239,669,669,-156.7500000,61.7500000
15240,701,701,-156.2500000,61.7500000
15241,734,734,-155.7500000,61.7500000
15242,767,767,-155.2500000,61.7500000
15243,800,800,-154.7500000,61.7500000
15244,832,832,-154.2500000,61.7500000
15245,861,861,-153.7500000,61.7500000
15246,888,888,-153.2500000,61.7500000
15247,914,914,-152.7500000,61.7500000
15248,939,939,-152.2500000,61.7500000
15249,966,966,-151.7500000,61.7500000
15250,991,991,-151.2500000,61.7500000
15251,1014,1014,-150.7500000,61.7500000
15252,1037,1037,-150.2500000,61.7500000
15253,1064,1064,-149.7500000,61.7500000
15254,1090,1090,-149.2500000,61.7500000
15255,1112,1112,-148.7500000,61.7500000
15256,1135,1135,-148.2500000,61.7500000
15257,1159,1159,-147.7500000,61.7500000
15258,1180,1180,-147.2500000,61.7500000
15259,1201,1201,-146.7500000,61.7500000
15260,1222,1222,-146.2500000,61.7500000
15261,1243,1243,-145.7500000,61.7500000
15262,1267,1267,-145.2500000,61.7500000
15263,1291,1291,-144.7500000,61.7500000
15264,1312,1312,-144.2500000,61.7500000
15265,1332,1332,-143.7500000,61.7500000
15266,1353,1353,-143.2500000,61.7500000
15267,1374,1374,-142.7500000,61.7500000
15268,1394,1394,-142.2500000,61.7500000
15269,1415,1415,-141.7500000,61.7500000
15270,1438,1438,-141.2500000,61.7500000
15271,1461,1461,-140.7500000,61.7500000
15272,1483,1483,-140.2500000,61.7500000
15273,1506,1506,-139.7500000,61.7500000
15274,1529,1529,-139.2500000,61.7500000
15275,1555,1555,-138.7500000,61.7500000
15276,1577,1577,-138.2500000,61.7500000
15277,1599,1599,-137.7500000,61.7500000
15278,1621,1621,-137.2500000,61.7500000
15279,1645,1645,-136.7500000,61.7500000
15280,1670,1670,-136.2500000,61.7500000
15281,1694,1694,-135.7500000,61.7500000
15282,1721,1721,-135.2500000,61.7500000
15283,1749,1749,-134.7500000,61.7500000
15284,1777,1777,-134.2500000,61.7500000
15285,1808,1808,-133.7500000,61.7500000
15286,1841,1841,-133.2500000,61.7500000
15287,1875,1875,-132.7500000,61.7500000
15288,1910,1910,-132.2500000,61.7500000
15289,1946,1946,-131.7500000,61.7500000
15290,1980,1980,-131.2500000,61.7500000
15291,2015,2015,-130.7500000,61.7500000
15292,2051,2051,-130.2500000,61.7500000
15293,2086,2086,-129.7500000,61.7500000
15294,2122,2122,-129.2500000,61.7500000
15295,2158,2158,-128.7500000,61.7500000
15296,2199,2199,-128.2500000,61.7500000
15297,2241,2241,-127.7500000,61.7500000
15298,2283,2283,-127.2500000,61.7500000
15299,2326,2326,-126.7500000,61.7500000
15300,2369,2369,-126.2500000,61.7500000
15301,2412,2412,-125.7500000,61.7500000
15302,2456,2456,-125.2500000,61.7500000
15303,2504,2504,-124.7500000,61.7500000
15304,2569,2569,-124.2500000,61.7500000
15305,2638,2638,-123.7500000,61.7500000
15306,2708,2708,-123.2500000,61.7500000
15307,2780,2780,-122.7500000,61.7500000
15308,2856,2856,-122.2500000,61.7500000
15309,2933,2933,-121.7500000,61.7500000
15310,3011,3011,-121.2500000,61.7500000
15311,3092,3092,-120.7500000,61.7500000
15312,3175,3175,-120.2500000,61.7500000
15313,3257,3257,-119.7500000,61.7500000
15314,3338,3338,-119.2500000,61.7500000
15315,3421,3421,-118.7500000,61.7500000
15316,3506,3506,-118.2500000,61.7500000
15317,3590,3590,-117.7500000,61.7500000
15318,3678,3678,-117.2500000,61.7500000
15319,3769,3769,-116.7500000,61.7500000
15320,3861,3861,-116.2500000,61.7500000
15321,3956,3956,-115.7500000,61.7500000
15322,4053,4053,-115.2500000,61.7500000
15323,4149,4149,-114.7500000,61.7500000
15324,4245,4245,-114.2500000,61.7500000
15325,4343,4343,-113.7500000,61.7500000
15326,4440,4440,-113.2500000,61.7500000
15327,4539,4539,-112.7500000,61.7500000
15328,4642,4642,-112.2500000,61.7500000
15329,4744,4744,-111.7500000,61.7500000
15330,4848,4848,-111.2500000,61.7500000
15331,4951,4951,-110.7500000,61.7500000
15332,5054,5054,-110.2500000,61.7500000
15333,5157,5157,-109.7500000,61.7500000
15334,5262,5262,-109.2500000,61.7500000
15335,5362,5362,-108.7500000,61.7500000
15336,5462,5462,-108.2500000,61.7500000
15337,5566,5566,-107.7500000,61.7500000
15338,5669,5669,-107.2500000,61.7500000
15339,5774,5774,-106.7500000,61.7500000
15340,5880,5880,-106.2500000,61.7500000
15341,5989,5989,-105.7500000,61.7500000
15342,6104,6104,-105.2500000,61.7500000
15343,6217,6217,-104.7500000,61.7500000
15344,6332,6332,-104.2500000,61.7500000
15345,6445,6445,-103.7500000,61.7500000
15346,6557,6557,-103.2500000,61.7500000
15347,6668,6668,-102.7500000,61.7500000
15348,6780,6780,-102.2500000,61.7500000
15349,6892,6892,-101.7500000,61.7500000
15350,7006,7006,-101.2500000,61.7500000
15351,7121,7121,-100.7500000,61.7500000
15352,7239,7239,-100.2500000,61.7500000
15353,7360,7360,-99.7500000,61.7500000
15354,7480,7480,-99.2500000,61.7500000
15355,7600,7600,-98.7500000,61.7500000
15356,7719,7719,-98.2500000,61.7500000
15357,7841,7841,-97.7500000,61.7500000
15358,7954,7954,-97.2500000,61.7500000
15359,8056,8056,-96.7500000,61.7500000
15360,8161,8161,-96.2500000,61.7500000
15361,8267,8267,-95.7500000,61.7500000
15362,8374,8374,-95.2500000,61.7500000
15363,8482,8482,-94.7500000,61.7500000
15364,8584,8584,-94.2500000,61.7500000
15365,8688,8688,-93.7500000,61.7500000
15366,8792,8792,-93.2500000,61.7500000
15367,11423,11423,-80.2500000,61.7500000
15368,11521,11521,-79.7500000,61.7500000
15369,11619,11619,-79.2500000,61.7500000
15370,11840,11840,-78.2500000,61.7500000
15371,11966,11966,-77.7500000,61.7500000
15372,12101,12101,-77.2500000,61.7500000
15373,12237,12237,-76.7500000,61.7500000
15374,12379,12379,-76.2500000,61.7500000
15375,12522,12522,-75.7500000,61.7500000
15376,12666,12666,-75.2500000,61.7500000
15377,12811,12811,-74.7500000,61.7500000
15378,12963,12963,-74.2500000,61.7500000
15379,13125,13125,-73.7500000,61.7500000
15380,13288,13288,-73.2500000,61.7500000
15381,13454,13454,-72.7500000,61.7500000
15382,13627,13627,-72.2500000,61.7500000
15383,13813,13813,-71.7500000,61.7500000
15384,15763,15763,-66.7500000,61.7500000
15385,15942,15942,-66.2500000,61.7500000
15386,16283,16283,-65.2500000,61.7500000
15387,16452,16452,-64.7500000,61.7500000
15388,20189,20189,-49.7500000,61.7500000
15389,20291,20291,-49.2500000,61.7500000
15390,20393,20393,-48.7500000,61.7500000
15391,20490,20490,-48.2500000,61.7500000
15392,20585,20585,-47.7500000,61.7500000
15393,20679,20679,-47.2500000,61.7500000
15394,20772,20772,-46.7500000,61.7500000
15395,20865,20865,-46.2500000,61.7500000
15396,20957,20957,-45.7500000,61.7500000
15397,21050,21050,-45.2500000,61.7500000
15398,21142,21142,-44.7500000,61.7500000
15399,21233,21233,-44.2500000,61.7500000
15400,21323,21323,-43.7500000,61.7500000
15401,21414,21414,-43.2500000,61.7500000
15402,21501,21501,-42.7500000,61.7500000
15403,21587,21587,-42.2500000,61.7500000
15404,22616,22616,-33.2500000,61.7500000
15405,22652,22652,-32.7500000,61.7500000
15406,24743,24743,-6.7500000,61.7500000
15407,26843,26843,4.7500000,61.7500000
15408,26934,26934,5.2500000,61.7500000
15409,27030,27030,5.7500000,61.7500000
15410,27128,27128,6.2500000,61.7500000
15411,27227,27227,6.7500000,61.7500000
15412,27326,27326,7.2500000,61.7500000
15413,27424,27424,7.7500000,61.7500000
15414,27533,27533,8.2500000,61.7500000
15415,27653,27653,8.7500000,61.7500000
15416,27775,27775,9.2500000,61.7500000
15417,27904,27904,9.7500000,61.7500000
15418,28028,28028,10.2500000,61.7500000
15419,28154,28154,10.7500000,61.7500000
15420,28283,28283,11.2500000,61.7500000
15421,28415,28415,11.7500000,61.7500000
15422,28561,28561,12.2500000,61.7500000
15423,28717,28717,12.7500000,61.7500000
15424,28881,28881,13.2500000,61.7500000
15425,29052,29052,13.7500000,61.7500000
15426,29228,29228,14.2500000,61.7500000
15427,29410,29410,14.7500000,61.7500000
15428,29598,29598,15.2500000,61.7500000
15429,29782,29782,15.7500000,61.7500000
15430,29969,29969,16.2500000,61.7500000
15431,30157,30157,16.7500000,61.7500000
15432,30342,30342,17.2500000,61.7500000
15433,31850,31850,21.2500000,61.7500000
15434,32056,32056,21.7500000,61.7500000
15435,32263,32263,22.2500000,61.7500000
15436,32471,32471,22.7500000,61.7500000
15437,32679,32679,23.2500000,61.7500000
15438,32884,32884,23.7500000,61.7500000
15439,33090,33090,24.2500000,61.7500000
15440,33294,33294,24.7500000,61.7500000
15441,33498,33498,25.2500000,61.7500000
15442,33706,33706,25.7500000,61.7500000
15443,33911,33911,26.2500000,61.7500000
15444,34113,34113,26.7500000,61.7500000
15445,34316,34316,27.2500000,61.7500000
15446,34517,34517,27.7500000,61.7500000
15447,34713,34713,28.2500000,61.7500000
15448,34908,34908,28.7500000,61.7500000
15449,35099,35099,29.2500000,61.7500000
15450,35290,35290,29.7500000,61.7500000
15451,35478,35478,30.2500000,61.7500000
15452,35663,35663,30.7500000,61.7500000
15453,35844,35844,31.2500000,61.7500000
15454,36025,36025,31.7500000,61.7500000
15455,36209,36209,32.2500000,61.7500000
