INPUT_TABLE,,,,
Variable ID,,,,
GrdRenewRsrcMaxNoFO,,,,
,,,,
region,renewresource,sub.renewable.resource,year.fillout,maxSubResource
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,1975,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,1990,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2005,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2010,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2015,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2020,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2025,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2030,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2035,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2040,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2045,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2050,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2055,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2060,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2065,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2070,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2075,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2080,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2085,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2090,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2095,231.75
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,2100,231.75
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,1975,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,1990,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2005,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2010,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2015,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2020,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2025,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2030,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2035,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2040,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2045,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2050,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2055,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2060,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2065,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2070,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2075,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2080,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2085,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2090,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2095,37.466
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,2100,37.466
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,1975,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,1990,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2005,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2010,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2015,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2020,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2025,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2030,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2035,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2040,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2045,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2050,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2055,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2060,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2065,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2070,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2075,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2080,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2085,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2090,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2095,35.37
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,2100,35.37
Africa_Eastern,Congo-water withdrawals,runoff,1975,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,1990,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2005,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2010,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2015,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2020,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2025,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2030,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2035,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2040,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2045,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2050,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2055,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2060,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2065,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2070,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2075,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2080,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2085,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2090,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2095,1121.346
Africa_Eastern,Congo-water withdrawals,runoff,2100,1121.346
Africa_Eastern,Lake Chad-water withdrawals,runoff,1975,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,1990,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2005,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2010,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2015,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2020,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2025,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2030,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2035,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2040,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2045,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2050,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2055,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2060,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2065,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2070,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2075,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2080,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2085,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2090,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2095,105.607
Africa_Eastern,Lake Chad-water withdrawals,runoff,2100,105.607
Africa_Eastern,Madasgacar-water withdrawals,runoff,1975,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,1990,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2005,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2010,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2015,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2020,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2025,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2030,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2035,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2040,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2045,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2050,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2055,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2060,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2065,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2070,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2075,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2080,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2085,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2090,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2095,466.962
Africa_Eastern,Madasgacar-water withdrawals,runoff,2100,466.962
Africa_Eastern,Nile-water withdrawals,runoff,1975,198.924
Africa_Eastern,Nile-water withdrawals,runoff,1990,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2005,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2010,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2015,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2020,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2025,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2030,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2035,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2040,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2045,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2050,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2055,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2060,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2065,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2070,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2075,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2080,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2085,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2090,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2095,198.924
Africa_Eastern,Nile-water withdrawals,runoff,2100,198.924
Africa_Eastern,Rift Valley-water withdrawals,runoff,1975,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,1990,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2005,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2010,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2015,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2020,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2025,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2030,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2035,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2040,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2045,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2050,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2055,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2060,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2065,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2070,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2075,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2080,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2085,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2090,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2095,116.089
Africa_Eastern,Rift Valley-water withdrawals,runoff,2100,116.089
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,1975,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,1990,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2005,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2010,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2015,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2020,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2025,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2030,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2035,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2040,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2045,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2050,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2055,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2060,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2065,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2070,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2075,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2080,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2085,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2090,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2095,110.789
Africa_Eastern,Shebelli-Juba-water withdrawals,runoff,2100,110.789
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,1975,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,1990,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2005,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2010,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2015,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2020,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2025,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2030,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2035,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2040,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2045,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2050,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2055,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2060,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2065,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2070,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2075,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2080,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2085,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2090,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2095,38.797
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,2100,38.797
Africa_Northern,Dead Sea-water withdrawals,runoff,1975,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,1990,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2005,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2010,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2015,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2020,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2025,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2030,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2035,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2040,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2045,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2050,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2055,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2060,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2065,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2070,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2075,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2080,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2085,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2090,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2095,4.85
Africa_Northern,Dead Sea-water withdrawals,runoff,2100,4.85
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,1975,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,1990,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2005,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2010,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2015,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2020,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2025,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2030,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2035,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2040,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2045,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2050,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2055,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2060,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2065,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2070,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2075,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2080,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2085,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2090,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2095,69.498
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,2100,69.498
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,1975,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,1990,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2005,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2010,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2015,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2020,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2025,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2030,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2035,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2040,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2045,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2050,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2055,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2060,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2065,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2070,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2075,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2080,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2085,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2090,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2095,48.198
Africa_Northern,Mediterranean South Coast-water withdrawals,runoff,2100,48.198
Africa_Northern,Niger-water withdrawals,runoff,1975,325.598
Africa_Northern,Niger-water withdrawals,runoff,1990,325.598
Africa_Northern,Niger-water withdrawals,runoff,2005,325.598
Africa_Northern,Niger-water withdrawals,runoff,2010,325.598
Africa_Northern,Niger-water withdrawals,runoff,2015,325.598
Africa_Northern,Niger-water withdrawals,runoff,2020,325.598
Africa_Northern,Niger-water withdrawals,runoff,2025,325.598
Africa_Northern,Niger-water withdrawals,runoff,2030,325.598
Africa_Northern,Niger-water withdrawals,runoff,2035,325.598
Africa_Northern,Niger-water withdrawals,runoff,2040,325.598
Africa_Northern,Niger-water withdrawals,runoff,2045,325.598
Africa_Northern,Niger-water withdrawals,runoff,2050,325.598
Africa_Northern,Niger-water withdrawals,runoff,2055,325.598
Africa_Northern,Niger-water withdrawals,runoff,2060,325.598
Africa_Northern,Niger-water withdrawals,runoff,2065,325.598
Africa_Northern,Niger-water withdrawals,runoff,2070,325.598
Africa_Northern,Niger-water withdrawals,runoff,2075,325.598
Africa_Northern,Niger-water withdrawals,runoff,2080,325.598
Africa_Northern,Niger-water withdrawals,runoff,2085,325.598
Africa_Northern,Niger-water withdrawals,runoff,2090,325.598
Africa_Northern,Niger-water withdrawals,runoff,2095,325.598
Africa_Northern,Niger-water withdrawals,runoff,2100,325.598
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,1975,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,1990,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2005,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2010,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2015,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2020,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2025,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2030,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2035,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2040,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2045,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2050,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2055,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2060,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2065,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2070,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2075,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2080,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2085,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2090,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2095,0.163
Africa_Northern,Sinai Peninsula-water withdrawals,runoff,2100,0.163
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,1975,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,1990,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2005,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2010,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2015,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2020,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2025,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2030,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2035,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2040,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2045,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2050,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2055,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2060,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2065,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2070,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2075,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2080,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2085,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2090,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2095,34.661
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,2100,34.661
Africa_Southern,Africa-South Interior-water withdrawals,runoff,1975,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,1990,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2005,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2010,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2015,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2020,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2025,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2030,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2035,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2040,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2045,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2050,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2055,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2060,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2065,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2070,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2075,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2080,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2085,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2090,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2095,28.987
Africa_Southern,Africa-South Interior-water withdrawals,runoff,2100,28.987
Africa_Southern,Angola-Coast-water withdrawals,runoff,1975,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,1990,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2005,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2010,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2015,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2020,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2025,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2030,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2035,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2040,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2045,88.511
Africa_Southern,Angola-Coast-water withdrawals,runoff,2050,88.511
