INPUT_TABLE
Variable ID
RenewRsrcCurves

region,renewresource,sub.renewable.resource,grade,available,extractioncost
Russia,Kara Sea Coast-water withdrawals,runoff,grade8,0.266,0.000475802469135803
Russia,Kara Sea Coast-water withdrawals,runoff,grade9,0.304,0.000705308641975309
Russia,Kara Sea Coast-water withdrawals,runoff,grade10,0.342,0.001
Russia,Kara Sea Coast-water withdrawals,runoff,grade11,0.4078,0.132241052904211
Russia,Kara Sea Coast-water withdrawals,runoff,grade12,0.4736,0.511160581086316
Russia,Kara Sea Coast-water withdrawals,runoff,grade13,0.5394,1.11726740190842
Russia,Kara Sea Coast-water withdrawals,runoff,grade14,0.6052,1.93007033273263
Russia,Kara Sea Coast-water withdrawals,runoff,grade15,0.671,2.92907819092105
Russia,Kara Sea Coast-water withdrawals,runoff,grade16,0.7368,4.09379979383579
Russia,Kara Sea Coast-water withdrawals,runoff,grade17,0.8026,5.40374395883895
Russia,Kara Sea Coast-water withdrawals,runoff,grade18,0.8684,6.83841950329263
Russia,Kara Sea Coast-water withdrawals,runoff,grade19,0.9342,8.37733524455895
Russia,Kara Sea Coast-water withdrawals,runoff,grade20,1,10
India,Krishna-water withdrawals,runoff,grade1,0,1e-05
India,Krishna-water withdrawals,runoff,grade2,0.0784478148484633,1.1358024691358e-05
India,Krishna-water withdrawals,runoff,grade3,0.156895629696927,2.08641975308642e-05
India,Krishna-water withdrawals,runoff,grade4,0.23534344454539,4.66666666666667e-05
India,Krishna-water withdrawals,runoff,grade5,0.313791259393853,9.69135802469136e-05
India,Krishna-water withdrawals,runoff,grade6,0.392239074242316,0.000179753086419753
India,Krishna-water withdrawals,runoff,grade7,0.47068688909078,0.000303333333333333
India,Krishna-water withdrawals,runoff,grade8,0.549134703939243,0.000475802469135802
India,Krishna-water withdrawals,runoff,grade9,0.627582518787706,0.000705308641975309
India,Krishna-water withdrawals,runoff,grade10,0.70603033363617,0.001
India,Krishna-water withdrawals,runoff,grade11,0.735427300272553,0.16462763240723
India,Krishna-water withdrawals,runoff,grade12,0.764824266908936,0.627029278547539
India,Krishna-water withdrawals,runoff,grade13,0.794221233545319,1.34585404723709
India,Krishna-water withdrawals,runoff,grade14,0.823618200181702,2.27875104729203
India,Krishna-water withdrawals,runoff,grade15,0.853015166818085,3.38336938752854
India,Krishna-water withdrawals,runoff,grade16,0.882412133454468,4.61735817676275
India,Krishna-water withdrawals,runoff,grade17,0.911809100090851,5.93836652381085
India,Krishna-water withdrawals,runoff,grade18,0.941206066727234,7.30404353748899
India,Krishna-water withdrawals,runoff,grade19,0.970603033363617,8.67203832661331
India,Krishna-water withdrawals,runoff,grade20,1,10
Central Asia,Lake Balkash-water withdrawals,runoff,grade1,0,1e-05
Central Asia,Lake Balkash-water withdrawals,runoff,grade2,0.0147667459736705,1.1358024691358e-05
Central Asia,Lake Balkash-water withdrawals,runoff,grade3,0.029533491947341,2.08641975308642e-05
Central Asia,Lake Balkash-water withdrawals,runoff,grade4,0.0443002379210114,4.66666666666667e-05
Central Asia,Lake Balkash-water withdrawals,runoff,grade5,0.0590669838946819,9.69135802469136e-05
Central Asia,Lake Balkash-water withdrawals,runoff,grade6,0.0738337298683524,0.000179753086419753
Central Asia,Lake Balkash-water withdrawals,runoff,grade7,0.0886004758420229,0.000303333333333333
Central Asia,Lake Balkash-water withdrawals,runoff,grade8,0.103367221815693,0.000475802469135803
Central Asia,Lake Balkash-water withdrawals,runoff,grade9,0.118133967789364,0.000705308641975309
Central Asia,Lake Balkash-water withdrawals,runoff,grade10,0.132900713763034,0.001
Central Asia,Lake Balkash-water withdrawals,runoff,grade11,0.219610642386731,0.114569853098757
Central Asia,Lake Balkash-water withdrawals,runoff,grade12,0.306320571010427,0.446143520564822
Central Asia,Lake Balkash-water withdrawals,runoff,grade13,0.393030499634124,0.987830417585558
Central Asia,Lake Balkash-water withdrawals,runoff,grade14,0.479740428257821,1.73173995934833
Central Asia,Lake Balkash-water withdrawals,runoff,grade15,0.566450356881517,2.6699815610405
Central Asia,Lake Balkash-water withdrawals,runoff,grade16,0.653160285505214,3.79466463784942
Central Asia,Lake Balkash-water withdrawals,runoff,grade17,0.73987021412891,5.09789860496248
Central Asia,Lake Balkash-water withdrawals,runoff,grade18,0.826580142752607,6.57179287756701
Central Asia,Lake Balkash-water withdrawals,runoff,grade19,0.913290071376303,8.2084568708504
Central Asia,Lake Balkash-water withdrawals,runoff,grade20,1,10
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade1,0,1e-05
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade2,0.0573333333333333,1.1358024691358e-05
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade3,0.114666666666667,2.08641975308642e-05
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade4,0.172,4.66666666666667e-05
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade5,0.229333333333333,9.69135802469136e-05
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade6,0.286666666666667,0.000179753086419753
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade7,0.344,0.000303333333333333
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade8,0.401333333333333,0.000475802469135803
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade9,0.458666666666667,0.000705308641975309
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade10,0.516,0.001
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade11,0.5644,0.147655051932093
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade12,0.6128,0.566434454414884
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade13,0.6612,1.22639532166419
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade14,0.7096,2.09659476789581
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade15,0.758,3.14608990732558
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade16,0.8064,4.3439378541693
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade17,0.8548,5.65919572264279
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade18,0.9032,7.06092062696186
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade19,0.9516,8.51816968134233
Africa_Eastern,Lake Chad-water withdrawals,runoff,grade20,1,10
Brazil,La Plata-water withdrawals,runoff,grade1,0,1e-05
Brazil,La Plata-water withdrawals,runoff,grade2,0.0485555555555556,1.1358024691358e-05
Brazil,La Plata-water withdrawals,runoff,grade3,0.0971111111111111,2.08641975308642e-05
Brazil,La Plata-water withdrawals,runoff,grade4,0.145666666666667,4.66666666666667e-05
Brazil,La Plata-water withdrawals,runoff,grade5,0.194222222222222,9.69135802469136e-05
Brazil,La Plata-water withdrawals,runoff,grade6,0.242777777777778,0.000179753086419753
Brazil,La Plata-water withdrawals,runoff,grade7,0.291333333333333,0.000303333333333333
Brazil,La Plata-water withdrawals,runoff,grade8,0.339888888888889,0.000475802469135803
Brazil,La Plata-water withdrawals,runoff,grade9,0.388444444444444,0.000705308641975309
Brazil,La Plata-water withdrawals,runoff,grade10,0.437,0.001
Brazil,La Plata-water withdrawals,runoff,grade11,0.4933,0.140632463118513
Brazil,La Plata-water withdrawals,runoff,grade12,0.5496,0.54129876578929
Brazil,La Plata-water withdrawals,runoff,grade13,0.6059,1.17680017958702
Brazil,La Plata-water withdrawals,runoff,grade14,0.6622,2.02093797608641
Brazil,La Plata-water withdrawals,runoff,grade15,0.7185,3.04751342686213
Brazil,La Plata-water withdrawals,runoff,grade16,0.7748,4.23032780348888
Brazil,La Plata-water withdrawals,runoff,grade17,0.8311,5.54318237754135
Brazil,La Plata-water withdrawals,runoff,grade18,0.8874,6.95987842059423
Brazil,La Plata-water withdrawals,runoff,grade19,0.9437,8.45421720422222
Brazil,La Plata-water withdrawals,runoff,grade20,1,10
South America_Southern,La Puna Region-water withdrawals,runoff,grade1,0,1e-05
South America_Southern,La Puna Region-water withdrawals,runoff,grade2,0.0592222222222222,1.1358024691358e-05
South America_Southern,La Puna Region-water withdrawals,runoff,grade3,0.118444444444444,2.08641975308642e-05
South America_Southern,La Puna Region-water withdrawals,runoff,grade4,0.177666666666667,4.66666666666667e-05
South America_Southern,La Puna Region-water withdrawals,runoff,grade5,0.236888888888889,9.69135802469136e-05
South America_Southern,La Puna Region-water withdrawals,runoff,grade6,0.296111111111111,0.000179753086419753
South America_Southern,La Puna Region-water withdrawals,runoff,grade7,0.355333333333333,0.000303333333333333
South America_Southern,La Puna Region-water withdrawals,runoff,grade8,0.414555555555556,0.000475802469135802
South America_Southern,La Puna Region-water withdrawals,runoff,grade9,0.473777777777778,0.000705308641975309
South America_Southern,La Puna Region-water withdrawals,runoff,grade10,0.533,0.001
South America_Southern,La Puna Region-water withdrawals,runoff,grade11,0.5797,0.149169629572214
South America_Southern,La Puna Region-water withdrawals,runoff,grade12,0.6264,0.57184899236683
South America_Southern,La Puna Region-water withdrawals,runoff,grade13,0.6731,1.23707446929443
South America_Southern,La Puna Region-water withdrawals,runoff,grade14,0.7198,2.11288244126559
South America_Southern,La Puna Region-water withdrawals,runoff,grade15,0.7665,3.1673092891909
South America_Southern,La Puna Region-water withdrawals,runoff,grade16,0.8132,4.36839139398094
South America_Southern,La Puna Region-water withdrawals,runoff,grade17,0.8599,5.68416513654628
South America_Southern,La Puna Region-water withdrawals,runoff,grade18,0.9066,7.08266689779752
South America_Southern,La Puna Region-water withdrawals,runoff,grade19,0.9533,8.53193305864523
South America_Southern,La Puna Region-water withdrawals,runoff,grade20,1,10
Russia,Lena-water withdrawals,runoff,grade1,0,1e-05
Russia,Lena-water withdrawals,runoff,grade2,0.0558888888888889,1.1358024691358e-05
Russia,Lena-water withdrawals,runoff,grade3,0.111777777777778,2.08641975308642e-05
Russia,Lena-water withdrawals,runoff,grade4,0.167666666666667,4.66666666666667e-05
Russia,Lena-water withdrawals,runoff,grade5,0.223555555555556,9.69135802469136e-05
Russia,Lena-water withdrawals,runoff,grade6,0.279444444444444,0.000179753086419753
Russia,Lena-water withdrawals,runoff,grade7,0.335333333333333,0.000303333333333334
Russia,Lena-water withdrawals,runoff,grade8,0.391222222222222,0.000475802469135803
Russia,Lena-water withdrawals,runoff,grade9,0.447111111111111,0.000705308641975309
Russia,Lena-water withdrawals,runoff,grade10,0.503,0.001
Russia,Lena-water withdrawals,runoff,grade11,0.5527,0.146497548825427
Russia,Lena-water withdrawals,runoff,grade12,0.6024,0.562295086435627
Russia,Lena-water withdrawals,runoff,grade13,0.6521,1.21823032130085
Russia,Lena-water withdrawals,runoff,grade14,0.7018,2.08414096189137
Russia,Lena-water withdrawals,runoff,grade15,0.7515,3.12986471667744
Russia,Lena-water withdrawals,runoff,grade16,0.8012,4.3252392941293
Russia,Lena-water withdrawals,runoff,grade17,0.8509,5.64010240271724
Russia,Lena-water withdrawals,runoff,grade18,0.9006,7.04429175091149
Russia,Lena-water withdrawals,runoff,grade19,0.9503,8.50764504718233
Russia,Lena-water withdrawals,runoff,grade20,1,10
Africa_Southern,Limpopo-water withdrawals,runoff,grade1,0,1e-05
Africa_Southern,Limpopo-water withdrawals,runoff,grade2,0.0367777777777778,1.1358024691358e-05
Africa_Southern,Limpopo-water withdrawals,runoff,grade3,0.0735555555555556,2.08641975308642e-05
Africa_Southern,Limpopo-water withdrawals,runoff,grade4,0.110333333333333,4.66666666666667e-05
Africa_Southern,Limpopo-water withdrawals,runoff,grade5,0.147111111111111,9.69135802469135e-05
Africa_Southern,Limpopo-water withdrawals,runoff,grade6,0.183888888888889,0.000179753086419753
Africa_Southern,Limpopo-water withdrawals,runoff,grade7,0.220666666666667,0.000303333333333333
Africa_Southern,Limpopo-water withdrawals,runoff,grade8,0.257444444444444,0.000475802469135802
Africa_Southern,Limpopo-water withdrawals,runoff,grade9,0.294222222222222,0.000705308641975308
Africa_Southern,Limpopo-water withdrawals,runoff,grade10,0.331,0.001
Africa_Southern,Limpopo-water withdrawals,runoff,grade11,0.3979,0.131275296222085
Africa_Southern,Limpopo-water withdrawals,runoff,grade12,0.4648,0.507680603687251
Africa_Southern,Limpopo-water withdrawals,runoff,grade13,0.5317,1.11038589349417
Africa_Southern,Limpopo-water withdrawals,runoff,grade14,0.5986,1.91956113674151
Africa_Southern,Limpopo-water withdrawals,runoff,grade15,0.6655,2.91537630452794
Africa_Southern,Limpopo-water withdrawals,runoff,grade16,0.7324,4.07800136795214
Africa_Southern,Limpopo-water withdrawals,runoff,grade17,0.7993,5.38760629811278
Africa_Southern,Limpopo-water withdrawals,runoff,grade18,0.8662,6.82436106610852
Africa_Southern,Limpopo-water withdrawals,runoff,grade19,0.9331,8.36843564303804
Africa_Southern,Limpopo-water withdrawals,runoff,grade20,1,10
EU-15,Loire-water withdrawals,runoff,grade1,0,1e-05
EU-15,Loire-water withdrawals,runoff,grade2,0.0588888888888889,1.1358024691358e-05
EU-15,Loire-water withdrawals,runoff,grade3,0.117777777777778,2.08641975308642e-05
EU-15,Loire-water withdrawals,runoff,grade4,0.176666666666667,4.66666666666667e-05
EU-15,Loire-water withdrawals,runoff,grade5,0.235555555555556,9.69135802469136e-05
EU-15,Loire-water withdrawals,runoff,grade6,0.294444444444444,0.000179753086419753
EU-15,Loire-water withdrawals,runoff,grade7,0.353333333333333,0.000303333333333333
EU-15,Loire-water withdrawals,runoff,grade8,0.412222222222222,0.000475802469135802
EU-15,Loire-water withdrawals,runoff,grade9,0.471111111111111,0.000705308641975309
EU-15,Loire-water withdrawals,runoff,grade10,0.53,0.001
EU-15,Loire-water withdrawals,runoff,grade11,0.577,0.148902279281132
EU-15,Loire-water withdrawals,runoff,grade12,0.624,0.570893367003773
EU-15,Loire-water withdrawals,runoff,grade13,0.671,1.23518977006226
EU-15,Loire-water withdrawals,runoff,grade14,0.718,2.11000799535094
EU-15,Loire-water withdrawals,runoff,grade15,0.765,3.16356454976415
EU-15,Loire-water withdrawals,runoff,grade16,0.812,4.36407594019623
EU-15,Loire-water withdrawals,runoff,grade17,0.859,5.67975867354151
EU-15,Loire-water withdrawals,runoff,grade18,0.906,7.07882925669434
EU-15,Loire-water withdrawals,runoff,grade19,0.953,8.52950419654906
EU-15,Loire-water withdrawals,runoff,grade20,1,10
USA,Lower Colorado River-water withdrawals,runoff,grade1,0,1e-05
USA,Lower Colorado River-water withdrawals,runoff,grade2,0.0379666880462362,1.1358024691358e-05
USA,Lower Colorado River-water withdrawals,runoff,grade3,0.0759333760924725,2.08641975308642e-05
USA,Lower Colorado River-water withdrawals,runoff,grade4,0.113900064138709,4.66666666666666e-05
USA,Lower Colorado River-water withdrawals,runoff,grade5,0.151866752184945,9.69135802469135e-05
USA,Lower Colorado River-water withdrawals,runoff,grade6,0.189833440231181,0.000179753086419753
USA,Lower Colorado River-water withdrawals,runoff,grade7,0.227800128277417,0.000303333333333333
USA,Lower Colorado River-water withdrawals,runoff,grade8,0.265766816323654,0.000475802469135802
USA,Lower Colorado River-water withdrawals,runoff,grade9,0.30373350436989,0.000705308641975308
USA,Lower Colorado River-water withdrawals,runoff,grade10,0.341700192416126,0.001
USA,Lower Colorado River-water withdrawals,runoff,grade11,0.407530173174514,0.132214710288503
USA,Lower Colorado River-water withdrawals,runoff,grade12,0.473360153932901,0.511065699329149
USA,Lower Colorado River-water withdrawals,runoff,grade13,0.539190134691288,1.11707980339918
USA,Lower Colorado River-water withdrawals,runoff,grade14,0.605020115449676,1.92978385877582
USA,Lower Colorado River-water withdrawals,runoff,grade15,0.670850096208063,2.92870470173632
USA,Lower Colorado River-water withdrawals,runoff,grade16,0.736680076966451,4.09336916855792
USA,Lower Colorado River-water withdrawals,runoff,grade17,0.802510057724838,5.40330409551785
USA,Lower Colorado River-water withdrawals,runoff,grade18,0.868340038483225,6.83803631889334
USA,Lower Colorado River-water withdrawals,runoff,grade19,0.934170019241613,8.37709267496165
USA,Lower Colorado River-water withdrawals,runoff,grade20,1,10
USA,Lower Mississippi River-water withdrawals,runoff,grade1,0,1e-05
USA,Lower Mississippi River-water withdrawals,runoff,grade2,0.0301111111111111,1.1358024691358e-05
USA,Lower Mississippi River-water withdrawals,runoff,grade3,0.0602222222222222,2.08641975308642e-05
USA,Lower Mississippi River-water withdrawals,runoff,grade4,0.0903333333333333,4.66666666666667e-05
USA,Lower Mississippi River-water withdrawals,runoff,grade5,0.120444444444444,9.69135802469137e-05
USA,Lower Mississippi River-water withdrawals,runoff,grade6,0.150555555555556,0.000179753086419753
USA,Lower Mississippi River-water withdrawals,runoff,grade7,0.180666666666667,0.000303333333333333
USA,Lower Mississippi River-water withdrawals,runoff,grade8,0.210777777777778,0.000475802469135803
USA,Lower Mississippi River-water withdrawals,runoff,grade9,0.240888888888889,0.000705308641975309
USA,Lower Mississippi River-water withdrawals,runoff,grade10,0.271,0.001
USA,Lower Mississippi River-water withdrawals,runoff,grade11,0.3439,0.126042176015904
USA,Lower Mississippi River-water withdrawals,runoff,grade12,0.4168,0.488756098077048
USA,Lower Mississippi River-water withdrawals,runoff,grade13,0.4897,1.07291968008181
USA,Lower Mississippi River-water withdrawals,runoff,grade14,0.5626,1.86231083592856
USA,Lower Mississippi River-water withdrawals,runoff,grade15,0.6355,2.84070747951568
USA,Lower Mississippi River-water withdrawals,runoff,grade16,0.7084,3.99188752474155
USA,Lower Mississippi River-water withdrawals,runoff,grade17,0.7813,5.29962888550454
USA,Lower Mississippi River-water withdrawals,runoff,grade18,0.8542,6.74770947570303
USA,Lower Mississippi River-water withdrawals,runoff,grade19,0.9271,8.31990720923539
USA,Lower Mississippi River-water withdrawals,runoff,grade20,1,10
Canada,Mackenzie-water withdrawals,runoff,grade1,0,1e-05
Canada,Mackenzie-water withdrawals,runoff,grade2,0.067,1.1358024691358e-05
Canada,Mackenzie-water withdrawals,runoff,grade3,0.134,2.08641975308642e-05
Canada,Mackenzie-water withdrawals,runoff,grade4,0.201,4.66666666666667e-05
Canada,Mackenzie-water withdrawals,runoff,grade5,0.268,9.69135802469136e-05
Canada,Mackenzie-water withdrawals,runoff,grade6,0.335,0.000179753086419753
Canada,Mackenzie-water withdrawals,runoff,grade7,0.402,0.000303333333333334
Canada,Mackenzie-water withdrawals,runoff,grade8,0.469,0.000475802469135803
Canada,Mackenzie-water withdrawals,runoff,grade9,0.536,0.000705308641975309
Canada,Mackenzie-water withdrawals,runoff,grade10,0.603,0.001
Canada,Mackenzie-water withdrawals,runoff,grade11,0.6427,0.155415287073283
Canada,Mackenzie-water withdrawals,runoff,grade12,0.6824,0.594159272114627
Canada,Mackenzie-water withdrawals,runoff,grade13,0.7221,1.28106575279657
Canada,Mackenzie-water withdrawals,runoff,grade14,0.7618,2.17996852679164
Canada,Mackenzie-water withdrawals,runoff,grade15,0.8015,3.25470139177239
Canada,Mackenzie-water withdrawals,runoff,grade16,0.8412,4.46909814541134
Canada,Mackenzie-water withdrawals,runoff,grade17,0.8809,5.78699258538104
Canada,Mackenzie-water withdrawals,runoff,grade18,0.9206,7.17221850935403
Canada,Mackenzie-water withdrawals,runoff,grade19,0.9603,8.58860971500283
Canada,Mackenzie-water withdrawals,runoff,grade20,1,10
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade1,0,1e-05
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade2,0.0486666666666667,1.1358024691358e-05
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade3,0.0973333333333333,2.08641975308642e-05
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade4,0.146,4.66666666666667e-05
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade5,0.194666666666667,9.69135802469136e-05
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade6,0.243333333333333,0.000179753086419753
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade7,0.292,0.000303333333333333
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade8,0.340666666666667,0.000475802469135803
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade9,0.389333333333333,0.000705308641975309
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade10,0.438,0.001
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade11,0.4942,0.140721159621096
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade12,0.5504,0.541616613812603
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade13,0.6066,1.17742757214219
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade14,0.6628,2.02189524417753
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade15,0.719,3.0487608394863
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade16,0.7752,4.23176556763617
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade17,0.8314,5.5446506381948
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade18,0.8876,6.96115726072986
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade19,0.9438,8.45502664480904
Africa_Eastern,Madasgacar-water withdrawals,runoff,grade20,1,10
South America_Northern,Magdalena-water withdrawals,runoff,grade1,0,1e-05
South America_Northern,Magdalena-water withdrawals,runoff,grade2,0.0681111111111111,1.1358024691358e-05
South America_Northern,Magdalena-water withdrawals,runoff,grade3,0.136222222222222,2.08641975308642e-05
South America_Northern,Magdalena-water withdrawals,runoff,grade4,0.204333333333333,4.66666666666667e-05
South America_Northern,Magdalena-water withdrawals,runoff,grade5,0.272444444444444,9.69135802469136e-05
South America_Northern,Magdalena-water withdrawals,runoff,grade6,0.340555555555556,0.000179753086419753
South America_Northern,Magdalena-water withdrawals,runoff,grade7,0.408666666666667,0.000303333333333333
South America_Northern,Magdalena-water withdrawals,runoff,grade8,0.476777777777778,0.000475802469135802
South America_Northern,Magdalena-water withdrawals,runoff,grade9,0.544888888888889,0.000705308641975309
South America_Northern,Magdalena-water withdrawals,runoff,grade10,0.613,0.001
South America_Northern,Magdalena-water withdrawals,runoff,grade11,0.6517,0.156308536885465
South America_Northern,Magdalena-water withdrawals,runoff,grade12,0.6904,0.597348127233149
South America_Northern,Magdalena-water withdrawals,runoff,grade13,0.7291,1.28735224792093
South America_Northern,Magdalena-water withdrawals,runoff,grade14,0.7678,2.18955437582669
South America_Northern,Magdalena-water withdrawals,runoff,grade15,0.8065,3.2671879878283
South America_Northern,Magdalena-water withdrawals,runoff,grade16,0.8452,4.48348656080365
South America_Northern,Magdalena-water withdrawals,runoff,grade17,0.8839,5.80168357163062
South America_Northern,Magdalena-water withdrawals,runoff,grade18,0.9226,7.18501249718708
South America_Northern,Magdalena-water withdrawals,runoff,grade19,0.9613,8.59670681435091
South America_Northern,Magdalena-water withdrawals,runoff,grade20,1,10
India,Mahandi-water withdrawals,runoff,grade1,0,1e-05
India,Mahandi-water withdrawals,runoff,grade2,0.0316666666666667,1.1358024691358e-05
India,Mahandi-water withdrawals,runoff,grade3,0.0633333333333333,2.08641975308642e-05
India,Mahandi-water withdrawals,runoff,grade4,0.095,4.66666666666667e-05
India,Mahandi-water withdrawals,runoff,grade5,0.126666666666667,9.69135802469136e-05
India,Mahandi-water withdrawals,runoff,grade6,0.158333333333333,0.000179753086419753
India,Mahandi-water withdrawals,runoff,grade7,0.19,0.000303333333333333
India,Mahandi-water withdrawals,runoff,grade8,0.221666666666667,0.000475802469135802
India,Mahandi-water withdrawals,runoff,grade9,0.253333333333333,0.000705308641975309
India,Mahandi-water withdrawals,runoff,grade10,0.285,0.001
India,Mahandi-water withdrawals,runoff,grade11,0.3565,0.127256952771053
India,Mahandi-water withdrawals,runoff,grade12,0.428,0.493161441431579
India,Mahandi-water withdrawals,runoff,grade13,0.4995,1.0816492272921
India,Mahandi-water withdrawals,runoff,grade14,0.571,1.87565607166316
India,Mahandi-water withdrawals,runoff,grade15,0.6425,2.85811773585526
India,Mahandi-water withdrawals,runoff,grade16,0.714,4.01196998117895
India,Mahandi-water withdrawals,runoff,grade17,0.7855,5.32014856894474
India,Mahandi-water withdrawals,runoff,grade18,0.857,6.76558926046316
India,Mahandi-water withdrawals,runoff,grade19,0.9285,8.33122781704474
India,Mahandi-water withdrawals,runoff,grade20,1,10
India,Mahi-water withdrawals,runoff,grade1,0,1e-05
India,Mahi-water withdrawals,runoff,grade2,0.0321111111111111,1.1358024691358e-05
India,Mahi-water withdrawals,runoff,grade3,0.0642222222222222,2.08641975308642e-05
India,Mahi-water withdrawals,runoff,grade4,0.0963333333333333,4.66666666666667e-05
India,Mahi-water withdrawals,runoff,grade5,0.128444444444444,9.69135802469136e-05
India,Mahi-water withdrawals,runoff,grade6,0.160555555555556,0.000179753086419753
India,Mahi-water withdrawals,runoff,grade7,0.192666666666667,0.000303333333333333
India,Mahi-water withdrawals,runoff,grade8,0.224777777777778,0.000475802469135803
India,Mahi-water withdrawals,runoff,grade9,0.256888888888889,0.000705308641975309
India,Mahi-water withdrawals,runoff,grade10,0.289,0.001
India,Mahi-water withdrawals,runoff,grade11,0.3601,0.127604836585156
India,Mahi-water withdrawals,runoff,grade12,0.4312,0.494421439423114
India,Mahi-water withdrawals,runoff,grade13,0.5023,1.08414499312031
India,Mahi-water withdrawals,runoff,grade14,0.5734,1.87947068228318
India,Mahi-water withdrawals,runoff,grade15,0.6445,2.86309369151817
India,Mahi-water withdrawals,runoff,grade16,0.7156,4.01770920543169
India,Mahi-water withdrawals,runoff,grade17,0.7867,5.32601240863021
India,Mahi-water withdrawals,runoff,grade18,0.8578,6.77069848572014
India,Mahi-water withdrawals,runoff,grade19,0.9289,8.33446262130792
India,Mahi-water withdrawals,runoff,grade20,1,10
Argentina,Mar Chiquita-water withdrawals,runoff,grade1,0,1e-05
Argentina,Mar Chiquita-water withdrawals,runoff,grade2,0.0274444444444444,1.1358024691358e-05
Argentina,Mar Chiquita-water withdrawals,runoff,grade3,0.0548888888888889,2.08641975308642e-05
Argentina,Mar Chiquita-water withdrawals,runoff,grade4,0.0823333333333333,4.66666666666667e-05
Argentina,Mar Chiquita-water withdrawals,runoff,grade5,0.109777777777778,9.69135802469136e-05
Argentina,Mar Chiquita-water withdrawals,runoff,grade6,0.137222222222222,0.000179753086419753
Argentina,Mar Chiquita-water withdrawals,runoff,grade7,0.164666666666667,0.000303333333333333
Argentina,Mar Chiquita-water withdrawals,runoff,grade8,0.192111111111111,0.000475802469135803
Argentina,Mar Chiquita-water withdrawals,runoff,grade9,0.219555555555556,0.000705308641975309
Argentina,Mar Chiquita-water withdrawals,runoff,grade10,0.247,0.001
Argentina,Mar Chiquita-water withdrawals,runoff,grade11,0.3223,0.12397162825583
Argentina,Mar Chiquita-water withdrawals,runoff,grade12,0.3976,0.481223769381053
Argentina,Mar Chiquita-water withdrawals,runoff,grade13,0.4729,1.05797859536166
Argentina,Mar Chiquita-water withdrawals,runoff,grade14,0.5482,1.83945827818364
Argentina,Mar Chiquita-water withdrawals,runoff,grade15,0.6235,2.810884989833
Argentina,Mar Chiquita-water withdrawals,runoff,grade16,0.6988,3.95748090229571
Argentina,Mar Chiquita-water withdrawals,runoff,grade17,0.7741,5.26446818755777
Argentina,Mar Chiquita-water withdrawals,runoff,grade18,0.8494,6.71706901760518
Argentina,Mar Chiquita-water withdrawals,runoff,grade19,0.9247,8.30050556442393
Argentina,Mar Chiquita-water withdrawals,runoff,grade20,1,10
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,grade1,0,1e-05
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,grade2,0.0484444444444444,1.1358024691358e-05
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,grade3,0.0968888888888889,2.08641975308642e-05
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,grade4,0.145333333333333,4.66666666666666e-05
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,grade5,0.193777777777778,9.69135802469136e-05
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,runoff,grade6,0.242222222222222,0.000179753086419753
