INPUT_TABLE
Variable ID
RenewRsrcCurves

region,renewresource,sub.renewable.resource,grade,available,extractioncost
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade8,0.396666666666667,0.000475802469135803
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade9,0.453333333333333,0.000705308641975309
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade10,0.51,0.001
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade11,0.559,0.147120740570588
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade12,0.608,0.564523846211764
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade13,0.657,1.22262670164118
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade14,0.706,2.09084669157647
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade15,0.755,3.13860120073529
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade16,0.804,4.33530761383529
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade17,0.853,5.65038331559412
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade18,0.902,7.05324569072941
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade19,0.951,8.51331212395882
Central Asia,Black Sea-South Coast-water withdrawals,runoff,grade20,1,9.99999999999999
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade1,0,1e-05
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade2,0.0558087918306087,1.1358024691358e-05
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade3,0.111617583661217,2.08641975308642e-05
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade4,0.167426375491826,4.66666666666666e-05
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade5,0.223235167322435,9.69135802469135e-05
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade6,0.279043959153043,0.000179753086419753
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade7,0.334852750983652,0.000303333333333333
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade8,0.390661542814261,0.000475802469135802
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade9,0.446470334644869,0.000705308641975308
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade10,0.502279126475478,0.001
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade11,0.55205121382793,0.146433382111963
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade12,0.601823301180382,0.562065582237536
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade13,0.651595388532835,1.21777759511228
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade14,0.701367475885287,2.08345041547178
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade15,0.751139563237739,3.12896503805157
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade16,0.800911650590191,4.32420245758725
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade17,0.850683737942643,5.63904366881436
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade18,0.900455825295096,7.04336966646848
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade19,0.950227912647548,8.50706144528517
China,Bo Hai-Korean Bay-North Coast-water withdrawals,runoff,grade20,1,10
India,Brahamani-water withdrawals,runoff,grade1,0,1e-05
India,Brahamani-water withdrawals,runoff,grade2,0.0312222222222222,1.1358024691358e-05
India,Brahamani-water withdrawals,runoff,grade3,0.0624444444444444,2.08641975308642e-05
India,Brahamani-water withdrawals,runoff,grade4,0.0936666666666667,4.66666666666667e-05
India,Brahamani-water withdrawals,runoff,grade5,0.124888888888889,9.69135802469136e-05
India,Brahamani-water withdrawals,runoff,grade6,0.156111111111111,0.000179753086419753
India,Brahamani-water withdrawals,runoff,grade7,0.187333333333333,0.000303333333333333
India,Brahamani-water withdrawals,runoff,grade8,0.218555555555556,0.000475802469135802
India,Brahamani-water withdrawals,runoff,grade9,0.249777777777778,0.000705308641975309
India,Brahamani-water withdrawals,runoff,grade10,0.281,0.001
India,Brahamani-water withdrawals,runoff,grade11,0.3529,0.126909413891495
India,Brahamani-water withdrawals,runoff,grade12,0.4248,0.491902012855801
India,Brahamani-water withdrawals,runoff,grade13,0.4967,1.07915415133299
India,Brahamani-water withdrawals,runoff,grade14,0.5686,1.87184218376313
India,Brahamani-water withdrawals,runoff,grade15,0.6405,2.8531424645863
India,Brahamani-water withdrawals,runoff,grade16,0.7124,4.00623134824256
India,Brahamani-water withdrawals,runoff,grade17,0.7843,5.31428518917199
India,Brahamani-water withdrawals,runoff,grade18,0.8562,6.76048034181466
India,Brahamani-water withdrawals,runoff,grade19,0.9281,8.32799316061064
India,Brahamani-water withdrawals,runoff,grade20,1,10
USA,California River-water withdrawals,runoff,grade1,0,1e-05
USA,California River-water withdrawals,runoff,grade2,0.0269268909948292,1.1358024691358e-05
USA,California River-water withdrawals,runoff,grade3,0.0538537819896584,2.08641975308642e-05
USA,California River-water withdrawals,runoff,grade4,0.0807806729844876,4.66666666666667e-05
USA,California River-water withdrawals,runoff,grade5,0.107707563979317,9.69135802469136e-05
USA,California River-water withdrawals,runoff,grade6,0.134634454974146,0.000179753086419753
USA,California River-water withdrawals,runoff,grade7,0.161561345968975,0.000303333333333333
USA,California River-water withdrawals,runoff,grade8,0.188488236963804,0.000475802469135803
USA,California River-water withdrawals,runoff,grade9,0.215415127958634,0.000705308641975309
USA,California River-water withdrawals,runoff,grade10,0.242342018953463,0.001
USA,California River-water withdrawals,runoff,grade11,0.318107817058117,0.123571824056868
USA,California River-water withdrawals,runoff,grade12,0.39387361516277,0.479765264909808
USA,California River-water withdrawals,runoff,grade13,0.469639413267424,1.05508289758889
USA,California River-water withdrawals,runoff,grade14,0.545405211372078,1.83502729712417
USA,California River-water withdrawals,runoff,grade15,0.621171009476731,2.80510103854573
USA,California River-water withdrawals,runoff,grade16,0.696936807581385,3.95080669688363
USA,California River-water withdrawals,runoff,grade17,0.772702605686039,5.25764684716794
USA,California River-water withdrawals,runoff,grade18,0.848468403790693,6.71112406442873
USA,California River-water withdrawals,runoff,grade19,0.924234201895346,8.29674092369605
USA,California River-water withdrawals,runoff,grade20,1,10
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade1,0,1e-05
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade2,0.0597777777777778,1.1358024691358e-05
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade3,0.119555555555556,2.08641975308642e-05
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade4,0.179333333333333,4.66666666666667e-05
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade5,0.239111111111111,9.69135802469136e-05
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade6,0.298888888888889,0.000179753086419753
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade7,0.358666666666667,0.000303333333333333
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade8,0.418444444444445,0.000475802469135803
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade9,0.478222222222222,0.000705308641975309
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade10,0.538,0.001
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade11,0.5842,0.149615279052119
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade12,0.6304,0.573441809698737
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade13,0.6766,1.24021576600424
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade14,0.7228,2.11767332203301
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade15,0.769,3.17355065184944
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade16,0.8152,4.37558392951792
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade17,0.8614,5.69150932910282
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade18,0.9076,7.08906302466855
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade19,0.9538,8.53598119027948
Central America and Caribbean,Caribbean Coast-water withdrawals,runoff,grade20,1,10
USA,Caribbean-water withdrawals,runoff,grade1,0,1e-05
USA,Caribbean-water withdrawals,runoff,grade2,0.0364444444444444,1.1358024691358e-05
USA,Caribbean-water withdrawals,runoff,grade3,0.0728888888888889,2.08641975308642e-05
USA,Caribbean-water withdrawals,runoff,grade4,0.109333333333333,4.66666666666667e-05
USA,Caribbean-water withdrawals,runoff,grade5,0.145777777777778,9.69135802469136e-05
USA,Caribbean-water withdrawals,runoff,grade6,0.182222222222222,0.000179753086419753
USA,Caribbean-water withdrawals,runoff,grade7,0.218666666666667,0.000303333333333333
USA,Caribbean-water withdrawals,runoff,grade8,0.255111111111111,0.000475802469135802
USA,Caribbean-water withdrawals,runoff,grade9,0.291555555555556,0.000705308641975309
USA,Caribbean-water withdrawals,runoff,grade10,0.328,0.001
USA,Caribbean-water withdrawals,runoff,grade11,0.3952,0.131012190236098
USA,Caribbean-water withdrawals,runoff,grade12,0.4624,0.506731984796098
USA,Caribbean-water withdrawals,runoff,grade13,0.5296,1.1085096828722
USA,Caribbean-water withdrawals,runoff,grade14,0.5968,1.91669558365659
USA,Caribbean-water withdrawals,runoff,grade15,0.664,2.91163998634146
USA,Caribbean-water withdrawals,runoff,grade16,0.7312,4.07369319011903
USA,Caribbean-water withdrawals,runoff,grade17,0.7984,5.38320549418146
USA,Caribbean-water withdrawals,runoff,grade18,0.8656,6.82052719772097
USA,Caribbean-water withdrawals,runoff,grade19,0.9328,8.36600859992976
USA,Caribbean-water withdrawals,runoff,grade20,1,10
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade1,0,1e-05
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade2,0.00723997856665716,1.1358024691358e-05
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade3,0.0144799571333143,2.08641975308642e-05
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade4,0.0217199356999715,4.66666666666667e-05
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade5,0.0289599142666286,9.69135802469136e-05
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade6,0.0361998928332858,0.000179753086419753
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade7,0.043439871399943,0.000303333333333333
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade8,0.0506798499666001,0.000475802469135803
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade9,0.0579198285332573,0.000705308641975309
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade10,0.0651598070999145,0.001
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade11,0.158643826389923,0.110424727391006
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade12,0.252127845679932,0.427688058120917
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade13,0.34561186496994,0.949056788655061
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade14,0.439095884259949,1.67079771545876
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade15,0.532579903549957,2.58917763499735
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade16,0.626063922839966,3.70046334373615
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade17,0.719547942129974,5.00092163814049
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade18,0.813031961419983,6.48681931467569
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade19,0.906515980709992,8.15442316980709
Central Asia,Caspian Sea Coast-water withdrawals,runoff,grade20,1,10
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade1,0,1e-05
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade2,0.0744238711729365,1.1358024691358e-05
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade3,0.148847742345873,2.08641975308642e-05
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade4,0.223271613518809,4.66666666666667e-05
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade5,0.297695484691746,9.69135802469136e-05
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade6,0.372119355864682,0.000179753086419753
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade7,0.446543227037619,0.000303333333333333
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade8,0.520967098210555,0.000475802469135802
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade9,0.595390969383492,0.000705308641975309
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade10,0.669814840556428,0.001
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade11,0.702833356500785,0.161387346508082
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade12,0.735851872445143,0.615471871124599
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade13,0.7688703883895,1.32307651984988
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade14,0.801888904333857,2.24402423868425
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade15,0.834907420278214,3.33813797362805
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade16,0.867925936222571,4.56524067068161
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade17,0.900944452166929,5.88515527584526
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade18,0.933962968111286,7.25770473511931
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade19,0.966981484055643,8.64271199450411
Central Asia,Caspian Sea-East Coast-water withdrawals,runoff,grade20,1,10
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade1,0,1e-05
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade2,0.029959145107964,1.1358024691358e-05
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade3,0.0599182902159279,2.08641975308642e-05
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade4,0.0898774353238919,4.66666666666667e-05
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade5,0.119836580431856,9.69135802469136e-05
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade6,0.14979572553982,0.000179753086419753
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade7,0.179754870647784,0.000303333333333333
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade8,0.209714015755748,0.000475802469135803
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade9,0.239673160863712,0.000705308641975309
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade10,0.269632305971676,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade11,0.342669075374508,0.125923753317187
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade12,0.415705844777341,0.488326145038931
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade13,0.488742614180173,1.07206737298709
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade14,0.561779383583005,1.86100763498352
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade15,0.634816152985838,2.83900712885009
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade16,0.70785292238867,3.98992605240865
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade17,0.780889691791503,5.29762460348106
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade18,0.853926461194335,6.74596297988919
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade19,0.926963230597168,8.31880137945488
Central Asia,Caspian Sea-South West Coast-water withdrawals,runoff,grade20,1,10
India,Cauvery-water withdrawals,runoff,grade1,0,1e-05
India,Cauvery-water withdrawals,runoff,grade2,0.0578888888888889,1.1358024691358e-05
India,Cauvery-water withdrawals,runoff,grade3,0.115777777777778,2.08641975308642e-05
India,Cauvery-water withdrawals,runoff,grade4,0.173666666666667,4.66666666666667e-05
India,Cauvery-water withdrawals,runoff,grade5,0.231555555555556,9.69135802469136e-05
India,Cauvery-water withdrawals,runoff,grade6,0.289444444444444,0.000179753086419753
India,Cauvery-water withdrawals,runoff,grade7,0.347333333333333,0.000303333333333333
India,Cauvery-water withdrawals,runoff,grade8,0.405222222222222,0.000475802469135803
India,Cauvery-water withdrawals,runoff,grade9,0.463111111111111,0.000705308641975309
India,Cauvery-water withdrawals,runoff,grade10,0.521,0.001
India,Cauvery-water withdrawals,runoff,grade11,0.5689,0.148100411478522
India,Cauvery-water withdrawals,runoff,grade12,0.6168,0.568026793126449
India,Cauvery-water withdrawals,runoff,grade13,0.6647,1.22953603850705
India,Cauvery-water withdrawals,runoff,grade14,0.7126,2.10138504118357
India,Cauvery-water withdrawals,runoff,grade15,0.7605,3.15233069471929
India,Cauvery-water withdrawals,runoff,grade16,0.8084,4.35112989267747
India,Cauvery-water withdrawals,runoff,grade17,0.8563,5.66653952862136
India,Cauvery-water withdrawals,runoff,grade18,0.9042,7.06731649611424
India,Cauvery-water withdrawals,runoff,grade19,0.9521,8.52221768871936
India,Cauvery-water withdrawals,runoff,grade20,1,10
Middle East,Central Iran-water withdrawals,runoff,grade1,0,1e-05
Middle East,Central Iran-water withdrawals,runoff,grade2,0.0765418180984784,1.1358024691358e-05
Middle East,Central Iran-water withdrawals,runoff,grade3,0.153083636196957,2.08641975308642e-05
Middle East,Central Iran-water withdrawals,runoff,grade4,0.229625454295435,4.66666666666667e-05
Middle East,Central Iran-water withdrawals,runoff,grade5,0.306167272393914,9.69135802469136e-05
Middle East,Central Iran-water withdrawals,runoff,grade6,0.382709090492392,0.000179753086419753
Middle East,Central Iran-water withdrawals,runoff,grade7,0.45925090859087,0.000303333333333333
Middle East,Central Iran-water withdrawals,runoff,grade8,0.535792726689349,0.000475802469135803
Middle East,Central Iran-water withdrawals,runoff,grade9,0.612334544787827,0.000705308641975309
Middle East,Central Iran-water withdrawals,runoff,grade10,0.688876362886306,0.001
Middle East,Central Iran-water withdrawals,runoff,grade11,0.719988726597675,0.163092575633021
Middle East,Central Iran-water withdrawals,runoff,grade12,0.751101090309044,0.621554538811772
Middle East,Central Iran-water withdrawals,runoff,grade13,0.782213454020414,1.33506465457052
Middle East,Central Iran-water withdrawals,runoff,grade14,0.813325817731783,2.26230168794353
Middle East,Central Iran-water withdrawals,runoff,grade15,0.844438181443153,3.36194440396506
Middle East,Central Iran-water withdrawals,runoff,grade16,0.875550545154522,4.59267156766939
Middle East,Central Iran-water withdrawals,runoff,grade17,0.906662908865892,5.91316194409079
Middle East,Central Iran-water withdrawals,runoff,grade18,0.937775272577261,7.28209429826351
Middle East,Central Iran-water withdrawals,runoff,grade19,0.968887636288631,8.65814739522182
Middle East,Central Iran-water withdrawals,runoff,grade20,1,10
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade1,0,1e-05
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade2,0.0357777777777778,1.1358024691358e-05
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade3,0.0715555555555556,2.08641975308642e-05
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade4,0.107333333333333,4.66666666666666e-05
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade5,0.143111111111111,9.69135802469135e-05
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade6,0.178888888888889,0.000179753086419753
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade7,0.214666666666667,0.000303333333333333
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade8,0.250444444444444,0.000475802469135802
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade9,0.286222222222222,0.000705308641975308
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade10,0.322,0.001
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade11,0.3898,0.130486363628696
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade12,0.4576,0.50483538317118
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade13,0.5254,1.10475803235739
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade14,0.5932,1.91096528491727
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade15,0.661,2.90416811458075
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade16,0.7288,4.06507749507776
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade17,0.7966,5.37440440013826
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade18,0.8644,6.81285980349217
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade19,0.9322,8.36115467886944
Argentina,Central Patagonia Highlands-water withdrawals,runoff,grade20,1,10
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade1,0,1e-05
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade2,0.0443333333333333,1.1358024691358e-05
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade3,0.0886666666666667,2.08641975308642e-05
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade4,0.133,4.66666666666667e-05
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade5,0.177333333333333,9.69135802469136e-05
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade6,0.221666666666667,0.000179753086419753
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade7,0.266,0.000303333333333333
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade8,0.310333333333333,0.000475802469135803
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade9,0.354666666666667,0.000705308641975309
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade10,0.399,0.001
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade11,0.4591,0.137266837247895
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade12,0.5192,0.529228532771128
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade13,0.5793,1.15296894494579
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade14,0.6394,1.98457193214797
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade15,0.6995,3.00012135275376
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade16,0.7596,4.17570106513925
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade17,0.8197,5.48739492768053
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade18,0.8798,6.91128679875369
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade19,0.9399,8.42346053673481
Southeast Asia,Chao Phraya-water withdrawals,runoff,grade20,1,10
China,China Coast-water withdrawals,runoff,grade1,0,1e-05
China,China Coast-water withdrawals,runoff,grade2,0.0311111111111111,1.1358024691358e-05
China,China Coast-water withdrawals,runoff,grade3,0.0622222222222222,2.08641975308642e-05
China,China Coast-water withdrawals,runoff,grade4,0.0933333333333333,4.66666666666667e-05
China,China Coast-water withdrawals,runoff,grade5,0.124444444444444,9.69135802469136e-05
China,China Coast-water withdrawals,runoff,grade6,0.155555555555556,0.000179753086419753
China,China Coast-water withdrawals,runoff,grade7,0.186666666666667,0.000303333333333333
China,China Coast-water withdrawals,runoff,grade8,0.217777777777778,0.000475802469135803
China,China Coast-water withdrawals,runoff,grade9,0.248888888888889,0.000705308641975309
China,China Coast-water withdrawals,runoff,grade10,0.28,0.001
China,China Coast-water withdrawals,runoff,grade11,0.352,0.1268225848
China,China Coast-water withdrawals,runoff,grade12,0.424,0.491587247542857
China,China Coast-water withdrawals,runoff,grade13,0.496,1.0785304936
China,China Coast-water withdrawals,runoff,grade14,0.568,1.87088882834286
China,China Coast-water withdrawals,runoff,grade15,0.64,2.85189875714286
China,China Coast-water withdrawals,runoff,grade16,0.712,4.00479678537143
China,China Coast-water withdrawals,runoff,grade17,0.784,5.3128194184
China,China Coast-water withdrawals,runoff,grade18,0.856,6.7592031616
China,China Coast-water withdrawals,runoff,grade19,0.928,8.32718452034285
China,China Coast-water withdrawals,runoff,grade20,1,10
Canada,Churchill-water withdrawals,runoff,grade1,0,1e-05
Canada,Churchill-water withdrawals,runoff,grade2,0.0725555555555556,1.1358024691358e-05
Canada,Churchill-water withdrawals,runoff,grade3,0.145111111111111,2.08641975308642e-05
Canada,Churchill-water withdrawals,runoff,grade4,0.217666666666667,4.66666666666667e-05
Canada,Churchill-water withdrawals,runoff,grade5,0.290222222222222,9.69135802469136e-05
Canada,Churchill-water withdrawals,runoff,grade6,0.362777777777778,0.000179753086419753
Canada,Churchill-water withdrawals,runoff,grade7,0.435333333333333,0.000303333333333333
Canada,Churchill-water withdrawals,runoff,grade8,0.507888888888889,0.000475802469135802
Canada,Churchill-water withdrawals,runoff,grade9,0.580444444444444,0.000705308641975309
Canada,Churchill-water withdrawals,runoff,grade10,0.653,0.001
Canada,Churchill-water withdrawals,runoff,grade11,0.6877,0.159883603297381
Canada,Churchill-water withdrawals,runoff,grade12,0.7224,0.610106960167106
Canada,Churchill-water withdrawals,runoff,grade13,0.7571,1.31250236274476
Canada,Churchill-water withdrawals,runoff,grade14,0.7918,2.22790210316594
Canada,Churchill-water withdrawals,runoff,grade15,0.8265,3.31713847356623
Canada,Churchill-water withdrawals,runoff,grade16,0.8612,4.54104376608122
Canada,Churchill-water withdrawals,runoff,grade17,0.8959,5.8604502728465
Canada,Churchill-water withdrawals,runoff,grade18,0.9306,7.23619028599767
Canada,Churchill-water withdrawals,runoff,grade19,0.9653,8.62909609767031
Canada,Churchill-water withdrawals,runoff,grade20,1,10
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade1,0,1e-05
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade2,0.0552222222222222,1.1358024691358e-05
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade3,0.110444444444444,2.08641975308642e-05
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade4,0.165666666666667,4.66666666666667e-05
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade5,0.220888888888889,9.69135802469136e-05
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade6,0.276111111111111,0.000179753086419753
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade7,0.331333333333333,0.000303333333333333
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade8,0.386555555555556,0.000475802469135803
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade9,0.441777777777778,0.000705308641975309
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade10,0.497,0.001
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade11,0.5473,0.145963537100986
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade12,0.5976,0.560384972871469
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade13,0.6479,1.21446230055197
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade14,0.6982,2.07839351338302
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade15,0.7485,3.12237660460513
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade16,0.7988,4.31660956745883
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade17,0.8491,5.63129039518465
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade18,0.8994,7.0366170810231
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade19,0.9497,8.50278761821471
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,runoff,grade20,1,10
Africa_Eastern,Congo-water withdrawals,runoff,grade1,0,1e-05
Africa_Eastern,Congo-water withdrawals,runoff,grade2,0.0728888888888889,1.1358024691358e-05
Africa_Eastern,Congo-water withdrawals,runoff,grade3,0.145777777777778,2.08641975308642e-05
